date,flight_id,route,aircraft_type,scheduled_hour,crew_duty_hours,weather_forecast_18h,weather_actual,atc_slot_delay_min,delayed
2024-12-20,CZ3041,PVG-SZX,B737,18,8.7,0.08,0.29,0,0
2024-12-08,CZ3083,PVG-TSN,A321,15,7.1,-2.32,-3.0,0,0
2025-04-11,CZ3056,PVG-CSX,A320,16,8.4,-0.32,0.3,0,0
2025-06-15,CZ3057,PVG-WUH,A320,13,11.2,-0.57,-0.23,0,0
2026-02-15,CZ3083,PVG-CKG,B787,14,3.9,-1.3,0.03,4,0
2025-09-07,CZ3093,PVG-CTU,B737,17,6.6,0.85,0.29,0,0
2025-12-14,CZ3029,PVG-CSX,A320,20,6.8,-0.06,-1.33,0,0
2026-02-20,CZ3109,PVG-XIY,B787,17,7.2,-0.28,-0.42,0,0
2026-07-14,CZ3088,PVG-XIY,B787,9,5.8,-1.62,-1.78,0,0
2026-03-09,CZ3109,PVG-XIY,A321,16,8.0,0.27,0.05,0,0
2025-04-19,CZ3094,PVG-KMG,A320,6,7.3,-0.75,-0.59,0,0
2025-11-25,CZ3063,PVG-TSN,A321,15,7.0,-0.79,-2.71,0,0
2026-05-09,CZ3115,PVG-CTU,B737,14,5.4,0.79,3.0,0,0
2026-01-05,CZ3108,PVG-XIY,A330,17,6.2,-1.31,0.06,0,0
2026-01-30,CZ3104,PVG-SZX,A330,15,7.6,0.02,-0.0,0,0
2025-07-30,CZ3027,PVG-XIY,A321,12,4.0,1.23,0.2,0,0
2026-02-17,CZ3103,PVG-XIY,B787,12,7.6,1.13,2.17,0,0
2024-12-07,CZ3085,PVG-WUH,A330,15,7.5,-1.34,-2.3,0,0
2025-01-15,CZ3048,PVG-HGH,B737,18,9.5,-0.62,-1.06,4,0
2024-11-05,CZ3037,PVG-HGH,B787,15,7.5,-1.52,-0.79,0,0
2025-04-15,CZ3056,PVG-PEK,A320,10,8.3,-0.08,0.15,0,0
2026-08-13,CZ3038,PVG-CAN,A320,10,9.3,0.54,0.1,3,0
2026-04-19,CZ3092,PVG-SZX,A321,9,6.9,1.01,0.64,0,0
2024-09-14,CZ3048,PVG-NKG,A320,19,8.8,1.02,1.04,0,0
2025-11-12,CZ3066,PVG-CAN,A330,11,4.6,1.53,1.33,0,0
2026-04-07,CZ3043,PVG-CKG,A330,14,11.3,-1.8,-1.31,0,0
2025-03-31,CZ3037,PVG-NKG,B737,11,12.0,1.92,1.36,0,0
2026-08-31,CZ3093,PVG-WUH,B737,9,8.3,-0.12,0.73,3,0
2025-03-22,CZ3095,PVG-TSN,A320,11,6.4,0.54,0.85,0,0
2026-04-17,CZ3025,PVG-PEK,A321,11,7.5,0.06,-0.53,0,0
2024-12-05,CZ3113,PVG-TSN,A330,12,4.7,-0.21,-1.7,1,0
2025-05-30,CZ3045,PVG-HGH,A320,19,8.2,0.76,1.31,0,0
2025-03-22,CZ3040,PVG-CAN,B737,17,8.6,0.46,0.85,1,0
2025-03-16,CZ3042,PVG-CAN,B737,22,5.6,-0.34,-0.75,0,0
2025-10-26,CZ3078,PVG-XIY,B737,7,5.9,-1.57,-2.18,0,0
2025-09-16,CZ3073,PVG-CSX,A321,12,8.2,-0.5,-1.34,0,0
2026-01-01,CZ3020,PVG-HGH,A320,19,7.1,0.31,-0.37,2,0
2024-11-30,CZ3015,PVG-PEK,A321,19,5.9,1.58,-0.67,0,0
2026-03-25,CZ3048,PVG-XIY,B787,10,8.0,0.68,0.47,0,0
2026-08-30,CZ3054,PVG-CKG,A330,6,7.5,-1.11,-1.34,0,0
2026-05-13,CZ3089,PVG-CSX,A330,7,9.3,-1.35,0.21,0,0
2026-05-14,CZ3088,PVG-XIY,A330,9,9.3,0.35,1.39,0,0
2024-10-23,CZ3087,PVG-SZX,B737,8,4.7,-0.71,-1.2,0,0
2025-06-12,CZ3097,PVG-SZX,A320,11,4.9,0.37,0.46,0,1
2026-04-14,CZ3033,PVG-CKG,A321,20,7.0,1.41,1.88,0,1
2025-11-12,CZ3099,PVG-KMG,B737,11,8.7,0.19,1.04,0,0
2025-11-07,CZ3033,PVG-PEK,B787,19,6.2,1.3,1.81,17,1
2024-12-01,CZ3087,PVG-PEK,B737,14,7.5,0.2,0.75,31,1
2026-07-13,CZ3003,PVG-URC,B737,12,5.2,-1.47,0.25,41,1
2026-06-24,CZ3107,PVG-SZX,A321,21,8.0,1.77,2.07,0,0
2024-12-22,CZ3033,PVG-CKG,A330,11,5.3,0.13,-1.21,1,0
2024-10-17,CZ3025,PVG-PEK,A321,9,6.0,-1.35,-2.38,0,0
2026-02-21,CZ3100,PVG-HGH,B787,11,5.0,-1.8,-2.91,0,0
2026-07-13,CZ3002,PVG-URC,A321,8,10.2,-0.34,-0.38,0,0
2026-04-14,CZ3072,PVG-XIY,B737,10,4.5,0.4,0.53,0,0
2024-10-31,CZ3086,PVG-CAN,B737,18,5.7,-1.27,-2.22,0,0
2026-02-07,CZ3016,PVG-CAN,A320,18,7.9,0.42,-0.16,0,0
2024-12-10,CZ3010,PVG-CSX,B787,13,3.5,-0.28,-0.47,0,0
2025-05-04,CZ3068,PVG-CSX,A321,8,7.7,-0.15,-0.03,4,0
2024-09-28,CZ3054,PVG-CTU,B787,16,4.6,0.25,1.9,0,0
2025-03-01,CZ3081,PVG-HGH,A330,16,3.5,0.99,2.16,0,0
2024-10-23,CZ3097,PVG-CSX,A320,13,6.6,0.31,0.94,0,0
2024-09-14,CZ3023,PVG-CSX,B737,6,10.6,-0.1,-1.11,0,0
2025-11-24,CZ3058,PVG-CAN,A330,16,2.0,1.22,0.87,0,0
2024-10-04,CZ3103,PVG-TSN,A321,20,7.3,-1.1,0.39,0,0
2025-09-01,CZ3092,PVG-CSX,A320,17,8.8,-1.21,-0.61,0,0
2025-01-07,CZ3100,PVG-KMG,A330,10,11.0,1.81,3.0,41,1
2025-04-05,CZ3101,PVG-CKG,B787,11,10.6,-0.13,0.63,0,0
2024-10-29,CZ3107,PVG-CKG,B737,18,5.3,-0.08,-0.28,0,0
2025-05-28,CZ3091,PVG-PEK,A320,10,6.5,1.11,1.93,0,0
2026-03-28,CZ3100,PVG-NKG,A320,16,9.1,0.43,0.96,0,0
2025-03-27,CZ3021,PVG-PEK,A330,16,9.0,-1.3,-0.65,0,0
2024-12-02,CZ3082,PVG-TSN,A330,7,8.1,0.39,-0.3,3,0
2025-10-07,CZ3061,PVG-SZX,B787,9,5.2,0.82,-0.11,0,0
2025-10-18,CZ3082,PVG-CTU,A320,9,8.5,0.23,-0.74,0,0
2026-06-19,CZ3046,PVG-HGH,B787,14,7.9,0.37,-0.94,5,0
2026-07-29,CZ3054,PVG-PEK,A321,11,4.3,0.9,0.33,0,0
2025-10-27,CZ3057,PVG-KMG,A321,11,6.4,-0.95,-0.2,4,0
2025-11-05,CZ3023,PVG-SZX,B737,13,8.2,-1.19,-0.56,2,0
2025-01-13,CZ3098,PVG-PEK,A330,16,9.5,-1.2,-0.74,0,0
2025-04-10,CZ3068,PVG-XIY,A330,8,8.8,1.75,3.0,30,1
2025-04-30,CZ3069,PVG-KMG,A330,6,9.8,-1.37,-1.88,0,0
2025-06-10,CZ3001,PVG-XIY,A320,14,11.4,-0.26,0.61,0,0
2025-06-26,CZ3093,PVG-CKG,B737,9,9.7,-0.46,-0.4,0,1
2026-05-02,CZ3094,PVG-CSX,A330,15,6.9,-1.44,-2.28,4,0
2025-12-19,CZ3040,PVG-CAN,A320,12,2.6,0.87,-0.32,0,0
2024-11-24,CZ3082,PVG-TSN,B787,18,9.2,1.23,1.04,0,0
2025-01-30,CZ3075,PVG-CTU,B737,10,7.8,-0.3,0.43,23,1
2025-12-09,CZ3015,PVG-CTU,A320,18,9.0,1.25,2.6,18,1
2026-07-22,CZ3108,PVG-TSN,B737,20,5.0,0.05,-2.02,0,0
2024-10-22,CZ3118,PVG-CTU,B787,14,5.7,-1.3,-0.99,0,0
2025-10-31,CZ3077,PVG-NKG,B787,18,9.1,0.5,0.66,0,0
2026-07-02,CZ3054,PVG-SZX,A320,10,5.8,0.77,1.25,0,0
2025-03-15,CZ3051,PVG-NKG,B787,10,5.9,1.53,1.59,0,0
2026-03-09,CZ3040,PVG-CKG,B787,9,9.8,-0.26,-0.73,0,0
2025-04-08,CZ3036,PVG-SZX,B787,19,6.1,0.03,1.18,0,0
2024-10-17,CZ3083,PVG-CSX,A320,14,10.3,0.44,-1.17,0,0
2025-09-08,CZ3094,PVG-NKG,A330,10,7.4,0.73,-0.76,0,0
2025-04-07,CZ3007,PVG-CAN,A330,16,9.3,-0.04,-1.33,0,0
2025-01-26,CZ3057,PVG-CTU,A330,19,5.6,-0.79,-0.86,0,0
2025-05-11,CZ3003,PVG-HGH,A320,8,6.1,-2.11,-1.06,0,0
2025-09-11,CZ3015,PVG-CTU,B787,18,5.8,-1.22,-0.49,0,0
2025-07-13,CZ3113,PVG-PEK,A321,13,8.8,-0.97,-1.35,0,0
2026-05-21,CZ3061,PVG-WUH,A320,19,5.6,1.12,0.72,0,0
2025-03-17,CZ3104,PVG-CTU,B787,8,7.6,-0.5,0.01,0,0
2026-05-04,CZ3113,PVG-CAN,B737,15,5.6,-1.29,-0.03,29,1
2026-04-16,CZ3009,PVG-XIY,A330,9,6.7,0.39,0.04,0,0
2025-07-27,CZ3112,PVG-SZX,A330,18,6.7,-0.99,-1.12,0,0
2024-09-07,CZ3036,PVG-SZX,A321,14,6.1,1.19,1.5,5,1
2026-03-27,CZ3012,PVG-XIY,A330,11,5.8,0.25,0.26,0,0
2024-10-03,CZ3009,PVG-SZX,A330,20,5.8,-0.68,-1.28,30,1
2026-03-06,CZ3114,PVG-KMG,B737,17,7.9,0.68,0.89,0,0
2026-03-11,CZ3001,PVG-NKG,B787,16,8.2,0.33,-1.51,5,0
2025-05-11,CZ3001,PVG-CKG,B737,19,6.1,0.78,2.29,21,1
2025-06-16,CZ3118,PVG-CAN,A320,16,8.5,0.11,0.3,0,0
2026-02-24,CZ3047,PVG-NKG,B787,17,6.7,-0.18,-1.57,0,0
2024-12-01,CZ3088,PVG-XIY,B737,12,11.3,-1.33,-1.14,0,0
2025-02-02,CZ3016,PVG-TSN,A321,18,7.8,-1.91,-2.57,0,0
2026-01-28,CZ3067,PVG-XIY,A321,21,9.1,-0.25,-1.02,0,0
2026-08-28,CZ3086,PVG-CAN,A321,10,9.6,0.11,-1.67,0,0
2025-01-20,CZ3042,PVG-WUH,A321,13,7.0,0.46,-0.66,0,0
2025-11-11,CZ3118,PVG-SZX,A321,7,5.0,1.03,1.92,0,0
2026-01-09,CZ3016,PVG-WUH,A330,8,7.0,-1.07,-2.26,0,0
2025-05-01,CZ3091,PVG-XIY,B787,19,9.4,1.25,1.68,0,1
2025-02-14,CZ3040,PVG-CTU,A330,6,9.1,0.73,1.03,0,0
2026-05-03,CZ3068,PVG-NKG,B737,15,3.0,2.25,2.39,2,0
2024-10-11,CZ3101,PVG-SZX,A320,19,8.2,0.4,-1.66,0,0
2024-09-11,CZ3083,PVG-TSN,A330,16,7.0,1.78,1.44,0,0
2024-10-01,CZ3013,PVG-TSN,B737,15,6.5,-0.58,-0.11,0,0
2025-12-23,CZ3042,PVG-SZX,A321,19,5.8,-1.41,-1.82,28,1
2026-02-09,CZ3019,PVG-SZX,A321,9,5.7,-1.19,-2.2,0,0
2025-10-13,CZ3014,PVG-TSN,A320,10,9.3,0.55,-0.02,0,0
2024-11-04,CZ3002,PVG-PEK,A321,17,7.7,1.08,1.87,0,0
2024-10-15,CZ3104,PVG-PEK,B737,16,9.3,-0.0,-1.31,0,0
2025-02-08,CZ3022,PVG-CSX,A321,8,8.5,0.19,0.47,0,0
2025-11-06,CZ3062,PVG-CTU,A320,14,6.2,-0.05,3.0,0,0
2024-09-18,CZ3064,PVG-KMG,A321,11,4.7,0.51,1.1,0,0
2025-11-09,CZ3064,PVG-CKG,B787,15,6.7,1.09,0.94,0,0
2024-12-10,CZ3011,PVG-SZX,A330,13,7.4,0.67,-0.4,0,0
2025-07-02,CZ3085,PVG-SZX,B737,10,5.5,0.06,2.26,0,0
2026-07-05,CZ3036,PVG-WUH,B737,8,8.2,1.29,1.08,4,0
2026-06-25,CZ3007,PVG-CAN,A330,21,7.4,1.88,2.04,36,1
2024-09-05,CZ3059,PVG-CSX,A321,19,6.5,-0.03,-0.07,0,0
2026-01-10,CZ3007,PVG-XIY,A321,14,9.4,1.32,1.14,0,0
2025-01-25,CZ3012,PVG-WUH,B737,15,6.5,-0.64,1.88,10,1
2025-07-10,CZ3025,PVG-TSN,B787,22,5.2,-0.91,-2.65,0,0
2025-09-15,CZ3020,PVG-CKG,A330,12,2.8,0.01,0.65,0,0
2025-08-23,CZ3032,PVG-CKG,A320,16,9.6,-0.01,0.61,0,0
2025-01-27,CZ3074,PVG-NKG,A321,9,5.2,-0.74,-0.54,0,0
2026-07-23,CZ3110,PVG-TSN,B737,18,6.5,-0.65,1.51,0,0
2025-07-19,CZ3103,PVG-CAN,A330,8,9.5,-1.41,-1.05,0,0
2025-05-17,CZ3057,PVG-CTU,A320,17,8.8,1.46,2.53,0,0
2025-10-17,CZ3067,PVG-XIY,A321,18,5.2,-0.4,0.42,0,0
2025-03-05,CZ3047,PVG-PEK,A321,17,10.7,-0.75,-3.0,0,0
2025-02-12,CZ3061,PVG-WUH,A321,14,4.8,0.89,0.99,0,0
2024-11-10,CZ3073,PVG-WUH,B737,10,11.5,0.39,1.13,0,0
2025-03-08,CZ3082,PVG-XIY,B787,10,10.2,1.2,0.5,0,0
2026-03-12,CZ3100,PVG-CTU,A320,18,6.5,-0.3,0.74,0,0
2025-12-30,CZ3017,PVG-HGH,A321,18,6.7,0.8,1.14,5,0
2026-03-07,CZ3114,PVG-CAN,A330,12,10.5,0.85,0.08,0,0
2026-03-25,CZ3088,PVG-TSN,B737,9,10.6,0.31,0.89,0,0
2025-02-14,CZ3074,PVG-KMG,A330,14,3.6,0.37,-0.52,0,0
2024-09-24,CZ3041,PVG-CAN,A330,17,6.9,2.16,1.81,0,0
2025-04-20,CZ3101,PVG-WUH,B737,16,7.1,-0.37,-1.75,0,0
2025-01-26,CZ3060,PVG-CTU,A320,15,4.5,0.35,-1.17,0,0
2026-02-18,CZ3111,PVG-CTU,A320,18,7.9,-2.18,-2.44,0,0
2025-04-23,CZ3114,PVG-CSX,A330,19,5.5,0.27,-3.0,0,0
2025-03-30,CZ3118,PVG-WUH,A330,6,7.4,0.25,0.03,1,0
2026-02-03,CZ3001,PVG-CKG,B787,8,,2.29,3.0,52,1
2026-08-19,CZ3000,PVG-URC,A321,10,7.5,-1.04,-0.71,37,1
2024-12-09,CZ3000,PVG-KMG,B787,6,7.3,0.55,-0.38,0,0
2026-08-31,CZ3081,PVG-KMG,A321,7,9.7,-0.69,-0.7,0,0
2025-03-11,CZ3081,PVG-WUH,B737,9,4.9,-0.62,-0.48,0,0
2026-05-11,CZ3011,PVG-HGH,A330,7,8.2,-1.06,-1.92,0,0
2025-05-03,CZ3015,PVG-CTU,A321,16,8.2,0.39,0.93,0,0
2025-07-10,CZ3087,PVG-CTU,A320,11,7.3,-0.6,-0.28,0,0
2025-02-19,CZ3002,PVG-CSX,A321,16,6.9,0.64,0.92,0,0
2026-06-28,CZ3089,PVG-SZX,A321,17,7.0,-1.59,-2.2,0,0
2026-07-15,CZ3000,PVG-URC,B737,19,7.0,-0.41,-0.91,0,0
2026-08-17,CZ3093,PVG-NKG,A330,15,7.0,0.5,0.46,0,0
2026-06-01,CZ3116,PVG-CTU,B787,12,8.4,-0.01,-0.45,0,0
2026-08-01,CZ3066,PVG-HGH,A321,8,8.5,-0.55,0.14,0,0
2026-07-12,CZ3114,PVG-CAN,A330,8,9.1,-0.39,-0.4,0,0
2026-05-13,CZ3010,PVG-HGH,A321,10,8.7,-0.08,0.12,0,0
2026-04-17,CZ3046,PVG-WUH,B787,11,5.5,0.03,0.18,0,0
2026-01-14,CZ3066,PVG-XIY,A330,14,10.1,-0.8,-0.11,0,0
2026-05-05,CZ3105,PVG-KMG,B787,20,10.5,-0.29,-0.58,0,0
2025-04-13,CZ3077,PVG-NKG,A330,8,7.9,-0.3,0.44,0,0
2025-11-29,CZ3069,PVG-CKG,A320,14,7.8,0.57,-0.89,0,0
2024-11-22,CZ3015,PVG-CAN,A320,14,12.2,-3.0,-3.0,0,0
2024-11-12,CZ3081,PVG-CSX,B787,15,5.0,-0.51,-0.21,0,0
2024-10-24,CZ3040,PVG-HGH,A330,18,5.6,-0.36,0.87,0,0
2025-05-22,CZ3046,PVG-HGH,B787,16,5.6,-0.71,0.58,0,0
2025-04-05,CZ3099,PVG-NKG,B737,11,9.0,1.75,0.61,3,0
2025-03-13,CZ3059,PVG-CKG,A320,17,3.6,-0.75,-1.06,0,0
2024-11-21,CZ3110,PVG-CAN,B737,18,5.0,-0.49,-1.6,0,0
2025-01-31,CZ3077,PVG-CAN,A320,9,7.2,-0.33,-0.78,0,0
2025-01-02,CZ3081,PVG-XIY,B737,20,4.9,0.47,-0.52,0,0
2025-10-30,CZ3009,PVG-PEK,A330,8,8.9,0.48,1.09,0,0
2025-08-30,CZ3029,PVG-PEK,B737,16,7.2,0.37,1.01,32,1
2025-03-28,CZ3040,PVG-XIY,B737,13,6.2,1.4,2.42,0,0
2024-11-18,CZ3109,PVG-SZX,A320,15,12.4,-2.08,-2.58,0,0
2025-11-19,CZ3091,PVG-PEK,A320,10,7.7,1.02,1.96,0,0
2025-05-21,CZ3049,PVG-WUH,A320,10,5.1,-1.35,-1.42,0,0
2026-05-22,CZ3013,PVG-KMG,A330,9,5.4,1.37,1.9,0,0
2025-10-08,CZ3116,PVG-PEK,B787,11,,-0.81,-0.88,3,0
2024-11-23,CZ3050,PVG-KMG,A330,7,4.8,-0.53,-1.29,0,0
2025-09-11,CZ3035,PVG-WUH,B737,15,8.3,0.39,0.77,0,0
2025-01-27,CZ3085,PVG-CTU,A330,17,7.4,0.15,-0.36,3,0
2026-06-20,CZ3112,PVG-CKG,A320,10,11.6,0.92,0.66,0,0
2026-08-18,CZ3034,PVG-SZX,B787,19,7.9,-1.48,-1.22,0,0
2025-05-04,CZ3086,PVG-PEK,B737,10,5.8,0.59,0.03,5,1
2025-01-05,CZ3059,PVG-SZX,A321,12,7.2,0.39,2.38,18,1
2024-10-03,CZ3094,PVG-CKG,A321,15,6.8,1.12,2.14,2,0
2025-08-17,CZ3079,PVG-XIY,A320,16,7.9,-1.51,-1.16,0,0
2024-09-29,CZ3099,PVG-SZX,A320,17,10.5,1.72,3.0,0,0
2026-07-05,CZ3106,PVG-HGH,B787,10,9.8,2.71,1.24,1,0
2026-01-09,CZ3119,PVG-SZX,B787,19,4.2,0.89,1.23,0,0
2025-05-11,CZ3045,PVG-WUH,A320,8,7.5,0.86,-0.47,0,0
2026-02-05,CZ3075,PVG-CAN,A320,9,6.8,-0.76,-0.68,0,0
2025-05-29,CZ3048,PVG-XIY,A320,12,7.1,-1.62,-0.7,0,0
2025-06-03,CZ3106,PVG-HGH,A330,14,4.8,-0.19,-1.32,0,0
2024-11-02,CZ3067,PVG-NKG,B737,10,9.5,-0.05,1.35,0,0
2024-10-28,CZ3061,PVG-TSN,A321,20,7.4,0.43,-0.23,0,0
2025-04-13,CZ3088,PVG-SZX,B787,13,9.0,-1.81,0.61,5,0
2025-07-18,CZ3022,PVG-PEK,B737,10,8.4,-1.92,-2.18,0,0
2025-12-24,CZ3116,PVG-CKG,A320,13,8.6,0.4,1.01,0,0
2026-06-16,CZ3050,PVG-CSX,A321,11,6.5,-1.2,-0.51,0,0
2026-06-07,CZ3119,PVG-KMG,A320,18,2.7,0.47,-0.93,0,0
2026-06-30,CZ3103,PVG-NKG,A320,9,6.2,-0.14,-0.56,0,0
2025-06-29,CZ3099,PVG-CTU,B787,17,8.1,-0.66,0.98,0,0
2026-08-20,CZ3077,PVG-SZX,A320,19,6.3,0.07,-0.4,4,0
2025-06-09,CZ3092,PVG-PEK,A330,22,7.9,-1.02,-2.11,0,0
2026-07-13,CZ3056,PVG-SZX,B737,15,5.3,0.39,-0.69,0,0
2025-08-04,CZ3008,PVG-KMG,A321,11,7.4,-1.01,-2.48,0,0
2026-04-26,CZ3037,PVG-CAN,B787,6,8.9,-0.0,-1.42,0,0
2025-07-20,CZ3090,PVG-SZX,B787,11,7.3,0.0,-1.09,42,1
2024-12-08,CZ3092,PVG-TSN,A321,9,9.9,-0.97,-2.0,1,0
2025-04-19,CZ3067,PVG-PEK,A320,18,4.3,-0.02,0.85,3,0
2025-12-31,CZ3011,PVG-TSN,A320,20,7.8,0.0,-0.99,0,0
2025-03-18,CZ3094,PVG-HGH,B787,8,8.1,-1.42,-1.0,0,0
2026-02-13,CZ3095,PVG-SZX,B737,16,6.2,1.25,1.44,1,0
2026-02-23,CZ3081,PVG-CTU,B787,21,5.6,-1.99,-3.0,0,0
2026-04-25,CZ3048,PVG-TSN,B737,12,10.6,0.88,0.42,0,0
2025-02-14,CZ3026,PVG-CAN,B737,11,9.7,0.04,-0.08,0,0
2026-03-23,CZ3018,PVG-CAN,A320,13,7.6,-0.31,-0.11,4,0
2026-05-09,CZ3071,PVG-CSX,A321,8,8.2,-0.36,0.99,0,0
2024-09-15,CZ3097,PVG-XIY,A321,14,12.1,-1.62,-2.63,0,0
2024-12-13,CZ3013,PVG-KMG,A320,17,7.1,1.56,0.41,0,0
2025-08-10,CZ3002,PVG-XIY,A330,9,5.2,-0.37,0.63,0,0
2026-01-01,CZ3008,PVG-SZX,A321,14,10.0,-0.86,-1.36,4,0
2026-01-11,CZ3105,PVG-PEK,A321,13,9.3,-1.83,0.32,23,1
2025-03-24,CZ3085,PVG-CSX,A320,8,8.3,1.57,2.53,0,0
2026-02-17,CZ3081,PVG-NKG,B737,17,9.1,-1.52,-2.29,0,0
2025-09-16,CZ3014,PVG-CTU,A330,8,5.9,-0.35,-0.13,0,0
2026-08-21,CZ3106,PVG-PEK,A321,12,8.4,-0.51,-0.39,0,0
2024-09-24,CZ3020,PVG-CSX,A320,16,6.3,1.86,1.52,0,0
2026-08-11,CZ3080,PVG-HGH,B787,8,7.5,0.7,0.8,0,0
2025-06-10,CZ3119,PVG-PEK,A320,15,9.4,0.7,-0.49,0,0
2025-09-16,CZ3074,PVG-KMG,A320,7,6.3,0.41,2.24,1,0
2025-04-26,CZ3079,PVG-CKG,A330,8,4.2,0.43,0.13,0,0
2025-10-22,CZ3057,PVG-TSN,A320,8,5.6,-0.48,0.03,0,0
2025-07-09,CZ3055,PVG-SZX,A320,8,6.7,0.6,1.11,0,0
2026-02-05,CZ3035,PVG-PEK,B737,16,8.6,1.39,1.67,43,1
2024-09-07,CZ3110,PVG-CSX,A320,16,7.5,2.28,2.7,14,1
2025-06-24,CZ3015,PVG-TSN,A330,8,6.0,-0.02,0.99,2,0
2025-01-19,CZ3053,PVG-XIY,A330,19,7.8,-1.77,-1.41,0,0
2026-04-18,CZ3051,PVG-XIY,A320,17,7.3,1.66,1.66,0,0
2025-03-02,CZ3027,PVG-PEK,A321,9,7.1,-0.17,0.3,0,0
2026-02-02,CZ3063,PVG-CKG,A321,10,3.7,0.43,-0.61,0,0
2025-02-03,CZ3029,PVG-KMG,B737,15,7.9,0.97,0.3,0,0
2026-05-26,CZ3069,PVG-NKG,B737,9,8.0,-0.91,-0.66,0,0
2025-01-13,CZ3079,PVG-NKG,B737,16,8.9,-0.31,-0.7,2,0
2025-05-02,CZ3011,PVG-CSX,A320,9,4.3,0.36,-0.05,0,0
2024-10-26,CZ3093,PVG-CAN,A321,11,8.0,0.36,0.73,16,1
2025-02-23,CZ3071,PVG-CKG,A330,17,8.9,0.49,1.44,0,0
2025-07-11,CZ3048,PVG-PEK,A320,13,8.8,0.53,-0.45,0,0
2025-04-17,CZ3006,PVG-WUH,B787,10,,-1.43,-3.0,0,0
2024-09-08,CZ3069,PVG-PEK,A330,7,10.8,-1.69,-0.39,0,0
2025-06-08,CZ3057,PVG-CKG,B737,16,6.4,0.1,-0.19,3,0
2025-02-04,CZ3012,PVG-CSX,A321,11,4.0,-0.5,0.5,4,0
2026-05-27,CZ3100,PVG-TSN,A321,18,9.2,1.0,1.09,0,0
2026-08-25,CZ3015,PVG-CAN,B737,13,6.0,0.86,1.66,0,0
2025-11-02,CZ3020,PVG-KMG,A330,11,4.5,0.65,0.07,0,0
2025-03-07,CZ3075,PVG-CAN,B787,17,6.6,-2.27,-2.91,0,0
2025-04-29,CZ3054,PVG-TSN,A330,17,5.7,0.99,0.36,0,0
2026-04-25,CZ3068,PVG-SZX,A321,18,7.1,-1.99,-1.78,0,0
2025-02-27,CZ3094,PVG-CAN,B737,11,5.0,-0.33,0.41,0,0
2025-10-16,CZ3030,PVG-XIY,B787,8,4.8,0.05,1.63,0,0
2025-06-16,CZ3085,PVG-XIY,A330,10,9.9,-1.69,-3.0,0,0
2026-05-23,CZ3029,PVG-CSX,A321,8,4.1,0.68,1.93,0,0
2026-08-22,CZ3044,PVG-KMG,A320,22,6.0,-0.16,-0.22,0,0
2025-09-03,CZ3098,PVG-NKG,A330,9,8.0,1.64,3.0,0,0
2025-04-10,CZ3022,PVG-PEK,B787,10,6.2,-0.07,1.74,31,1
2026-06-06,CZ3045,PVG-PEK,A321,12,7.6,-0.05,1.48,0,0
2025-07-07,CZ3099,PVG-KMG,A320,21,8.2,1.08,1.12,0,0
2025-08-26,CZ3044,PVG-CSX,B737,18,7.2,-1.62,-1.05,0,0
2026-06-19,CZ3013,PVG-NKG,A321,11,6.8,0.0,-1.17,1,0
2026-01-05,CZ3118,PVG-PEK,A321,16,8.2,-1.71,-2.45,0,0
2026-02-20,CZ3082,PVG-KMG,A321,15,6.6,1.3,0.85,0,0
2025-11-02,CZ3095,PVG-SZX,A320,8,7.5,1.47,-0.52,0,0
2025-04-01,CZ3041,PVG-CSX,B737,19,9.7,1.03,1.27,0,0
2025-11-10,CZ3064,PVG-SZX,A321,13,8.9,0.67,-0.66,0,0
2025-09-06,CZ3049,PVG-XIY,A330,8,9.1,0.22,1.99,4,0
2025-01-09,CZ3111,PVG-SZX,A321,18,5.6,0.74,1.83,0,0
2025-04-07,CZ3060,PVG-SZX,B787,15,5.8,-0.05,-0.05,0,0
2025-05-30,CZ3108,PVG-TSN,A320,15,8.8,1.33,3.0,0,1
2025-09-10,CZ3097,PVG-NKG,A320,15,8.7,0.59,1.15,0,0
2026-06-17,CZ3118,PVG-SZX,B787,17,7.5,0.8,2.32,0,0
2026-07-08,CZ3040,PVG-WUH,A320,17,8.1,-1.06,-1.28,0,0
2024-11-26,CZ3011,PVG-PEK,A330,15,7.2,0.04,1.2,0,1
2026-04-03,CZ3020,PVG-CAN,B737,20,9.9,0.89,-0.93,0,0
2024-12-02,CZ3064,PVG-CTU,A320,14,8.7,1.21,-0.24,0,0
2025-10-02,CZ3020,PVG-XIY,B787,14,,0.13,0.83,2,0
2024-10-04,CZ3104,PVG-TSN,B737,12,10.0,0.88,2.14,0,0
2026-01-01,CZ3043,PVG-WUH,A320,11,9.8,0.33,-2.08,0,0
2025-01-18,CZ3079,PVG-CSX,B787,9,6.5,0.07,-0.37,0,0
2026-07-16,CZ3067,PVG-CAN,A321,13,6.1,0.57,2.74,27,1
2026-05-13,CZ3084,PVG-KMG,B787,14,6.2,0.09,-0.39,0,0
2025-05-07,CZ3110,PVG-TSN,B737,8,8.4,-1.23,-2.14,0,0
2026-03-30,CZ3041,PVG-KMG,B737,14,6.6,-0.69,-0.63,4,0
2024-11-05,CZ3080,PVG-SZX,A330,7,5.8,1.03,1.23,40,1
2024-12-09,CZ3004,PVG-CSX,A321,16,6.5,-0.34,0.17,4,0
2026-04-02,CZ3048,PVG-CTU,B787,18,4.4,1.22,-0.12,0,0
